number,DG_num,RX_num,DG,RX,catalyst,ligand,solvent,addictive,tag,m/(m+o),m/(m+p),yield,notation,DOI,,,
196,67,51,BrC1=CC=C(NC2=NC=CC=N2)C=C1,BrC(C)(C)C,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.46,,10.1021/jacs.5b08435 ,,,
197,68,51,ClC1=CC=C(NC2=NC=CC=N2)C=C1,BrC(C)(C)C,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.58,,10.1021/jacs.5b08435 ,,,
198,65,52,FC1=CC=C(C=C1)NC2=NC=CC=C2,BrC1(C)CCCCC1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.6,,10.1021/jacs.5b08435 ,,,
199,65,53,FC1=CC=C(C=C1)NC2=NC=CC=C2,CCC(Br)(C)C,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.58,,10.1021/jacs.5b08435 ,,,
200,65,54,FC1=CC=C(C=C1)NC2=NC=CC=C2,CC(Br)(C)CCC,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.53,,10.1021/jacs.5b08435 ,,,
201,65,55,FC1=CC=C(C=C1)NC2=NC=CC=C2,CC(Br)(C)CCC1=CC=CC=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.56,,10.1021/jacs.5b08435 ,,,
202,65,56,FC1=CC=C(C=C1)NC2=NC=CC=C2,CC(Br)(C)CC/C=C(C)/C,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.58,,10.1021/jacs.5b08435 ,,,
203,65,57,FC1=CC=C(C=C1)NC2=NC=CC=C2,CC(Br)(C)CCCCl,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,1,1,,0.64,,10.1021/jacs.5b08435 ,,,
204,61,58,C1(NC2=NC=CC=N2)=CC=CC=C1,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,[Na]OC(C)=O,2,0,0,0.35,,10.1002/anie.201708961 ,,,
205,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,[Na]OC(C)=O,2,0,0,0.39,,10.1002/anie.201708961 ,,,
206,69,58,ClC1=NC(NC2=CC=CC=C2)=NC(Cl)=C1,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,[Na]OC(C)=O,2,0,0,0.16,,10.1002/anie.201708961 ,,,
207,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,[Na]OC(C)=O,2,0,0,0.56,,10.1002/anie.201708961 ,,,
208,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,[Na]OC(C)=O,2,0,0,0.56,,10.1002/anie.201708961 ,,,
209,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,COC(C)(C)C,[Na]OC(C)=O,2,0,0,0.81,,10.1002/anie.201708961 ,,,
210,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,COC(C)(C)C,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0,0.77,,10.1002/anie.201708961 ,,,
211,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,COC(C)(C)C,CC(C)(C(NC(C(C)C)C(O)=O)=O)C,2,0,0,0.77,,10.1002/anie.201708961 ,,,
212,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,COC(C)(C)C,CNCCNC,2,0,0,0.85,,10.1002/anie.201708961 ,,,
213,62,58,ClC(C=N1)=CN=C1NC2=CC=CC=C2,BrC(C)(C)C(OC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,COC(C)(C)C,,2,0,0,0.85,,10.1002/anie.201708961 ,,,
214,70,59,O=C(C)C1=CC=CC=C1,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0.142857143,0.17,,10.1002/anie.201711221 ,,,
215,71,59,CC(C1=CC=CC=C1)=NC2=CC=C(OC)C=C2,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0.416666667,0.28,,10.1002/anie.201711221 ,,,
216,72,59,CC(C1=CC=CC=C1)=NOC,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0,0.37,,10.1002/anie.201711221 ,,,
217,73,59,CC(C1=CC=CC=C1)=NOC(C)=O,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0,0.21,,10.1002/anie.201711221 ,,,
218,74,59,CC(C1=CC=CC=C1)=NOC(C(C)(C)C)=O,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0,0.15,,10.1002/anie.201711221 ,,,
219,75,59,ClC1=CC=CC(C2=CC=CC=C2)=N1,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0.295774648,0.16,,10.1002/anie.201711221 ,,,
220,1,59,C1(C2=CC=CC=C2)=NC=CC=C1,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,CC1=C(C(O)=O)C(C)=CC(C)=C1,2,0,0,0.76,,10.1002/anie.201711221 ,,,
221,76,59,O=C(C(C)(C)C)NC1=CC=CC=C1,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,2,0,0,0.84,,10.1038/s41467-018-03341-6,,,
222,77,59,O=C(C(C)(C)C)N(CC)C1=CC=CC=C1,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,2,0,0,0.67,,10.1038/s41467-018-03341-6,,,
223,78,59,O=C(C1=CC=CC=C1)NC2=CC=CC=C2,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,2,0,0,0.31,,10.1038/s41467-018-03341-6,,,
224,79,59,O=C(C1=CC=CC=C1)N2C3=CC=CC=C3CC2,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,2,0,0,0.82,,10.1038/s41467-018-03341-6,,,
225,1,59,C1(C2=CC=CC=C2)=NC=CC=C1,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,1,1,1,0.76,,10.1038/s41467-018-03341-6,,,
226,80,59,CC1=NN(C2=CC=CC=C2)C(OC)=C1,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,2,0,0.358974359,0.68,,10.1038/s41467-018-03341-6,,,
227,81,59,ClC1=CC(C)=NN1C2=CC=CC=C2,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,1,0,0.6996997,0.43,,10.1038/s41467-018-03341-6,,,
228,82,59,CN(C)C1=CC=CC=C1,FC(Br)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1,0,0,,0.54,,10.1038/s41467-018-03341-6,,,
229,83,60,CC1=CC=CC=C1C2=NCCO2,ClCC1=CC=C(Cl)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,4,0,,0.82,,10.1021/ol902115f,,,
230,84,22,FC1=CC=CC(N2C=CC=N2)=C1,ClCC1=CC=CC=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,0,0,,0.82,,10.1021/ol902115f,,,
231,1,61,C1(C2=CC=CC=C2)=NC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.BrBr.[Br-],CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,CC1=C(C(O)=O)C(C)=CC(C)=C1,1,1,,0.76,,10.1002/anie.201504390,,,
232,85,59,C1(C2=NC(C=CC=C3)=C3N2CC4=CC=CC=C4)=CC=CC=C1,BrC(F)(F)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,ClCCCl,OC12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,1,1,,0.74,,10.1039/c7qo00449d,,,
233,86,62,CC(C=N1)=CN=C1NC2=CC=CC=C2,Br[C@@](C)(C#N)C(OCC)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC(C)(C)OC,O=C(O)C1=C(C)C=C(C)C=C1C,2,0,,0.82,,10.1002/chem.202300905,,,
234,87,63,CC1=CC=CC=C1C(O)=O,IC1=CC=C(OC)C=C1,F[B-](F)(F)F.F[B-](F)(F)F.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.[Ru+2],,N#CC(C)(C)C,[K]OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,4,0,,0.98,,10.1002/chem.201605068,,,
235,1,64,C1(C2=CC=CC=C2)=NC=CC=C1,CC1=CC(C)=CC(Br)=C1,[Ru+]C1=CC=CC=C1CN(C)C.CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F,,O=C(OC)OC,CCCC[N+](CCCC)(CCCC)CCCC.CC([O-])=O,0,0,,0.97,,10.1039/d2gc03860a,,,
236,24,65,CC(C=CC=C1)=C1C2=NC=CC=C2,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,4,0,,0.87,,10.1021/ol102187e,,,
237,88,65,FC(C(C=CC=C1)=C1C2=NC=CC=C2)(F)F,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,4,0,,0.94,,10.1021/ol102187e,,,
238,89,65,COC(C=CC=C1)=C1C2=NC=CC=C2,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,4,0,,0.93,,10.1021/ol102187e,,,
239,90,19,C1(OC2=NC=CC=C2)=CC=CC=C1,CC(Br)CCC,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,1,0,,0.64,,10.1021/acs.orglett.7b00885,,,
240,90,51,C1(OC2=NC=CC=C2)=CC=CC=C1,BrC(C)(C)C,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,1,0,,0.56,,10.1021/acs.orglett.7b00885,,,
241,1,21,C1(C2=CC=CC=C2)=NC=CC=C1,ClCC1=CC=C(OC)C=C1,O=C(C)O[Ru]C1=CC=CC=C1C2=NC=CC=C2.P(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.P(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,,C1COCCO1,,1,,,0.54,cat,10.1021/acscatal.9b04592,,,
242,1,21,C1(C2=CC=CC=C2)=NC=CC=C1,ClCC1=CC=C(OC)C=C1,O=C(O[Ru]C1=CC=CC=C1C2=NC=CC=C2)C.N#CC.P(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,,C1COCCO1,,1,,,0.59,cat,10.1021/acscatal.9b04592,,,
243,91,21,COC1=CC=C(CC2=C(C3=NC=CC=C3)C=CC=C2)C=C1,ClCC1=CC=C(OC)C=C1,F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.[Ru+2]C1=CC=CC=C1C2=NC=CC=C2,,C1COCCO1,O=C(O[K])C,4,,,0.88,di-benzyl,10.1021/acscatal.9b04592,,,
244,1,66,C1(C2=CC=CC=C2)=NC=CC=C1,Cl[C@H]1O[C@H]([C@@H]2OC(C)(C)CO2)[C@H]3[C@@H]1OC(C)(C)O3,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O[Ag])C,1,,,0.45,solvent,10.1002/anie.202205656,,,
245,1,66,C1(C2=CC=CC=C2)=NC=CC=C1,Cl[C@H]1O[C@H]([C@@H]2OC(C)(C)CO2)[C@H]3[C@@H]1OC(C)(C)O3,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(O[Ag])C,0,,,0.26,solvent,10.1002/anie.202205656,,,
246,1,1,C1(C2=CC=CC=C2)=NC=CC=C1,CCOC(CBr)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,C12=C(C3=C(C=C2)C=CC=N3)N=CC=C1.C45=C(C6=C(C=C5)C=CC=N6)N=CC=C4.C78=C(C9=C(C=C8)C=CC=N9)N=CC=C7.[Ru+2].[Cl-].[Cl-],0,,,,add+light,10.1039/c7ob01192j,,,
247,1,1,C1(C2=CC=CC=C2)=NC=CC=C1,CCOC(CBr)=O,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6.P(C7=CC=CC=C7)(C8=CC=CC=C8)C9=CC=CC=C9.P(C%10=CC=CC=C%10)(C%11=CC=CC=C%11)C%12=CC=CC=C%12.[Pd],1,,,,add,10.1039/c7ob01192j,,,
248,1,21,C1(C2=CC=CC=C2)=NC=CC=C1,ClCC1=CC=C(C=C1)OC,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,0,,,0.69,,10.1002/anie.202302021,,,
249,91,21,COC1=CC=C(CC2=C(C3=NC=CC=C3)C=CC=C2)C=C1,ClCC1=CC=C(C=C1)OC,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,4,,,0.36,di-benzyl,10.1002/anie.202302021,,,
250,1,67,C1(C2=CC=CC=C2)=NC=CC=C1,ClCC1=CC=C(C=C1)C(F)(F)F,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,0,,,0.44,,10.1002/anie.202302021,,,
251,92,67,FC(C1=CC=C(CC2=C(C3=NC=CC=C3)C=CC=C2)C=C1)(F)F,ClCC1=CC=C(C=C1)C(F)(F)F,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,CC1=CC=CC=C1,O=C(C12C[C@H]3C[C@H](C[C@H](C3)C2)C1)O,4,,,0.41,di-benzyl,10.1002/anie.202302021,,,
252,84,65,FC1=CC=CC(N2C=CC=N2)=C1,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,0,,,0.75,,10.1021/ol102187e,,,
253,93,65,FC1=CC=CC(N2C=CC=N2)=C1C3=CC=C(OC)C=C3,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,4,,,0.32,di-aryl,10.1021/ol102187e,,,
254,94,65,FC1=CC(C2=NCCO2)=CC=C1,ClC1=CC=C(OC)C=C1,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,0,,,0.79,,10.1021/ol102187e,,,
255,95,65,FC1=C(C2=CC=C(OC)C=C2)C(C3=NCCO3)=CC=C1,ClCC1=CC=C(C=C1)OC,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,C1COCCO1,O=C(O)C1=C(C)C=C(C)C=C1C,4,,,0.41,di-aryl,10.1021/ol102187e,,,
